# Verified urban-flood event ledger, Guwahati (Kamrup Metropolitan). One row per event-locality pair.
# Source: docs/guwahati_flash_flood_events_2018_2025.md (source-verified inventory). Built by scripts/build_flood_ledger.py.
# lat/lon are LOCALITY CENTROIDS from OpenStreetMap Nominatim, NOT surveyed flood polygons. They are weak labels.
# geocode_quality: place_centroid | named_feature_point (e.g. a bus stop named for the locality) | road_segment_point | unresolved (blank lat/lon).
# A name is accepted only if an OSM feature has EXACTLY that name; unresolved names are left blank, never guessed.
# rainfall_mm is blank where the source reports none or reports unreconciled figures; no nearby or modelled value is substituted.
# Excluded: 14 Jun 2022 (Boragaon) - source grades it C for flood validation (B for landslide).
# Read with pandas.read_csv(path, comment='#').
date,locality,lat,lon,rainfall_mm,evidence_grade,source_url,geocode_source,locality_type,geocode_quality,notes
2025-05-29,Rukminigaon,26.135777,91.802866,,B,https://timesofindia.indiatimes.com/city/guwahati/intense-rain-run-off-from-meghalaya-hills-flood-city/articleshow/121503278.cms,"OpenStreetMap Nominatim, plain-name query 'Rukminigaon' bounded to Kamrup Metropolitan; accepted OSM node 11378891569 (highway=bus_stop), exact name match, quality named_feature_point, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,named_feature_point,Rainfall not stated for 29 May in the retained report; the next day's 24 h figure must not be assigned to this window.
2025-05-29,Anil Nagar,26.167322,91.773161,,B,https://timesofindia.indiatimes.com/city/guwahati/intense-rain-run-off-from-meghalaya-hills-flood-city/articleshow/121503278.cms,"OpenStreetMap Nominatim, plain-name query 'Anil Nagar' bounded to Kamrup Metropolitan; accepted OSM node 6168671977 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,Rainfall not stated for 29 May in the retained report; the next day's 24 h figure must not be assigned to this window.
2025-05-29,Nabin Nagar,,,,B,https://timesofindia.indiatimes.com/city/guwahati/intense-rain-run-off-from-meghalaya-hills-flood-city/articleshow/121503278.cms,"OpenStreetMap Nominatim: no returned candidate (of 0) has an OSM name equal to 'Nabin Nagar'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,Rainfall not stated for 29 May in the retained report; the next day's 24 h figure must not be assigned to this window.
2025-05-29,Beltola,26.123721,91.799099,,B,https://timesofindia.indiatimes.com/city/guwahati/intense-rain-run-off-from-meghalaya-hills-flood-city/articleshow/121503278.cms,"OpenStreetMap Nominatim, plain-name query 'Beltola' bounded to Kamrup Metropolitan; accepted OSM node 6160810152 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,Rainfall not stated for 29 May in the retained report; the next day's 24 h figure must not be assigned to this window.
2025-05-29,Hatigaon,26.132573,91.77966,,B,https://timesofindia.indiatimes.com/city/guwahati/intense-rain-run-off-from-meghalaya-hills-flood-city/articleshow/121503278.cms,"OpenStreetMap Nominatim, plain-name query 'Hatigaon' bounded to Kamrup Metropolitan; accepted OSM node 6160729426 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,Rainfall not stated for 29 May in the retained report; the next day's 24 h figure must not be assigned to this window.
2025-05-29,Wireless,,,,B,https://timesofindia.indiatimes.com/city/guwahati/intense-rain-run-off-from-meghalaya-hills-flood-city/articleshow/121503278.cms,"OpenStreetMap Nominatim: not geocoded: name too generic to resolve without guessing; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,Rainfall not stated for 29 May in the retained report; the next day's 24 h figure must not be assigned to this window.
2025-05-29,Bishnujyoti Path,26.131787,91.784516,,B,https://timesofindia.indiatimes.com/city/guwahati/intense-rain-run-off-from-meghalaya-hills-flood-city/articleshow/121503278.cms,"OpenStreetMap Nominatim, plain-name query 'Bishnujyoti Path' bounded to Kamrup Metropolitan; accepted OSM way 497524535 (highway=residential), exact name match, quality road_segment_point, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",road_corridor,road_segment_point,Rainfall not stated for 29 May in the retained report; the next day's 24 h figure must not be assigned to this window.
2025-05-30,Nabin Nagar,,,,C+,https://timesofindia.indiatimes.com/city/guwahati/half-of-guwahati-under-water-after-37mm-rain-in-24-hrs-9-flights-diverted-1-dies-in-mizoram/articleshow/121521964.cms | https://timesofindia.indiatimes.com/city/guwahati/guwahati-tezpur-record-highest-single-day-may-rain/articleshow/121541046.cms | https://timesofindia.indiatimes.com/city/guwahati/power-supply-restored-in-several-areas-of-guwahati/articleshow/121541049.cms,"OpenStreetMap Nominatim: no returned candidate (of 0) has an OSM name equal to 'Nabin Nagar'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,"Two unreconciled figures: 37 mm in 24 h (initial report) and an IMD all-time May single-day 111 mm (separate report); windows/stations differ, so rainfall_mm is left null rather than pick one."
2025-05-30,Anil Nagar,26.167322,91.773161,,C+,https://timesofindia.indiatimes.com/city/guwahati/half-of-guwahati-under-water-after-37mm-rain-in-24-hrs-9-flights-diverted-1-dies-in-mizoram/articleshow/121521964.cms | https://timesofindia.indiatimes.com/city/guwahati/guwahati-tezpur-record-highest-single-day-may-rain/articleshow/121541046.cms | https://timesofindia.indiatimes.com/city/guwahati/power-supply-restored-in-several-areas-of-guwahati/articleshow/121541049.cms,"OpenStreetMap Nominatim, plain-name query 'Anil Nagar' bounded to Kamrup Metropolitan; accepted OSM node 6168671977 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"Two unreconciled figures: 37 mm in 24 h (initial report) and an IMD all-time May single-day 111 mm (separate report); windows/stations differ, so rainfall_mm is left null rather than pick one."
2025-05-30,Rajgarh,,,,C+,https://timesofindia.indiatimes.com/city/guwahati/half-of-guwahati-under-water-after-37mm-rain-in-24-hrs-9-flights-diverted-1-dies-in-mizoram/articleshow/121521964.cms | https://timesofindia.indiatimes.com/city/guwahati/guwahati-tezpur-record-highest-single-day-may-rain/articleshow/121541046.cms | https://timesofindia.indiatimes.com/city/guwahati/power-supply-restored-in-several-areas-of-guwahati/articleshow/121541049.cms,"OpenStreetMap Nominatim: no returned candidate (of 10) has an OSM name equal to 'Rajgarh'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,"Two unreconciled figures: 37 mm in 24 h (initial report) and an IMD all-time May single-day 111 mm (separate report); windows/stations differ, so rainfall_mm is left null rather than pick one."
2025-05-30,Rukminigaon,26.135777,91.802866,,C+,https://timesofindia.indiatimes.com/city/guwahati/half-of-guwahati-under-water-after-37mm-rain-in-24-hrs-9-flights-diverted-1-dies-in-mizoram/articleshow/121521964.cms | https://timesofindia.indiatimes.com/city/guwahati/guwahati-tezpur-record-highest-single-day-may-rain/articleshow/121541046.cms | https://timesofindia.indiatimes.com/city/guwahati/power-supply-restored-in-several-areas-of-guwahati/articleshow/121541049.cms,"OpenStreetMap Nominatim, plain-name query 'Rukminigaon' bounded to Kamrup Metropolitan; accepted OSM node 11378891569 (highway=bus_stop), exact name match, quality named_feature_point, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,named_feature_point,"Two unreconciled figures: 37 mm in 24 h (initial report) and an IMD all-time May single-day 111 mm (separate report); windows/stations differ, so rainfall_mm is left null rather than pick one."
2025-05-30,Beltola,26.123721,91.799099,,C+,https://timesofindia.indiatimes.com/city/guwahati/half-of-guwahati-under-water-after-37mm-rain-in-24-hrs-9-flights-diverted-1-dies-in-mizoram/articleshow/121521964.cms | https://timesofindia.indiatimes.com/city/guwahati/guwahati-tezpur-record-highest-single-day-may-rain/articleshow/121541046.cms | https://timesofindia.indiatimes.com/city/guwahati/power-supply-restored-in-several-areas-of-guwahati/articleshow/121541049.cms,"OpenStreetMap Nominatim, plain-name query 'Beltola' bounded to Kamrup Metropolitan; accepted OSM node 6160810152 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"Two unreconciled figures: 37 mm in 24 h (initial report) and an IMD all-time May single-day 111 mm (separate report); windows/stations differ, so rainfall_mm is left null rather than pick one."
2025-05-30,Sijubari,26.130501,91.778121,,C+,https://timesofindia.indiatimes.com/city/guwahati/half-of-guwahati-under-water-after-37mm-rain-in-24-hrs-9-flights-diverted-1-dies-in-mizoram/articleshow/121521964.cms | https://timesofindia.indiatimes.com/city/guwahati/guwahati-tezpur-record-highest-single-day-may-rain/articleshow/121541046.cms | https://timesofindia.indiatimes.com/city/guwahati/power-supply-restored-in-several-areas-of-guwahati/articleshow/121541049.cms,"OpenStreetMap Nominatim, plain-name query 'Sijubari' bounded to Kamrup Metropolitan; accepted OSM node 2666919781 (place=quarter), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,"Two unreconciled figures: 37 mm in 24 h (initial report) and an IMD all-time May single-day 111 mm (separate report); windows/stations differ, so rainfall_mm is left null rather than pick one."
2025-06-14,Beltola Wireless,,,11.3,B-,https://timesofindia.indiatimes.com/city/guwahati/flooded-streets-poor-drainage-frustrate-locals/articleshow/121853970.cms,"OpenStreetMap Nominatim: no returned candidate (of 3) has an OSM name equal to 'Beltola Wireless'; coordinates left blank, not guessed; retrieved 2026-09-19",neighbourhood,unresolved,11.3 mm is the IMD city figure reported by the newspaper. Fallen trees at Beharbari and Geetanagar are not flood localities and are not included.
2025-06-14,Dakhingaon,26.131176,91.760822,11.3,B-,https://timesofindia.indiatimes.com/city/guwahati/flooded-streets-poor-drainage-frustrate-locals/articleshow/121853970.cms,"OpenStreetMap Nominatim, plain-name query 'Dakhingaon' bounded to Kamrup Metropolitan; accepted OSM node 6160665849 (place=quarter), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,11.3 mm is the IMD city figure reported by the newspaper. Fallen trees at Beharbari and Geetanagar are not flood localities and are not included.
2025-06-14,Hatigaon,26.132573,91.77966,11.3,B-,https://timesofindia.indiatimes.com/city/guwahati/flooded-streets-poor-drainage-frustrate-locals/articleshow/121853970.cms,"OpenStreetMap Nominatim, plain-name query 'Hatigaon' bounded to Kamrup Metropolitan; accepted OSM node 6160729426 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,11.3 mm is the IMD city figure reported by the newspaper. Fallen trees at Beharbari and Geetanagar are not flood localities and are not included.
2025-06-14,Rukminigaon,26.135777,91.802866,11.3,B-,https://timesofindia.indiatimes.com/city/guwahati/flooded-streets-poor-drainage-frustrate-locals/articleshow/121853970.cms,"OpenStreetMap Nominatim, plain-name query 'Rukminigaon' bounded to Kamrup Metropolitan; accepted OSM node 11378891569 (highway=bus_stop), exact name match, quality named_feature_point, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,named_feature_point,11.3 mm is the IMD city figure reported by the newspaper. Fallen trees at Beharbari and Geetanagar are not flood localities and are not included.
2025-07-22,Anil Nagar,26.167322,91.773161,7.2,B,https://timesofindia.indiatimes.com/city/guwahati/early-morning-rain-floods-city-again-leaves-several-areas-submerged/articleshow/122843140.cms,"OpenStreetMap Nominatim, plain-name query 'Anil Nagar' bounded to Kamrup Metropolitan; accepted OSM node 6168671977 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,7.2 mm is the IMD figure reported by the newspaper. Early morning event.
2025-07-22,Hatigaon,26.132573,91.77966,7.2,B,https://timesofindia.indiatimes.com/city/guwahati/early-morning-rain-floods-city-again-leaves-several-areas-submerged/articleshow/122843140.cms,"OpenStreetMap Nominatim, plain-name query 'Hatigaon' bounded to Kamrup Metropolitan; accepted OSM node 6160729426 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,7.2 mm is the IMD figure reported by the newspaper. Early morning event.
2025-07-22,Beltola,26.123721,91.799099,7.2,B,https://timesofindia.indiatimes.com/city/guwahati/early-morning-rain-floods-city-again-leaves-several-areas-submerged/articleshow/122843140.cms,"OpenStreetMap Nominatim, plain-name query 'Beltola' bounded to Kamrup Metropolitan; accepted OSM node 6160810152 (place=suburb), exact name match, quality place_centroid, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,place_centroid,7.2 mm is the IMD figure reported by the newspaper. Early morning event.
2025-07-22,Rukminigaon,26.135777,91.802866,7.2,B,https://timesofindia.indiatimes.com/city/guwahati/early-morning-rain-floods-city-again-leaves-several-areas-submerged/articleshow/122843140.cms,"OpenStreetMap Nominatim, plain-name query 'Rukminigaon' bounded to Kamrup Metropolitan; accepted OSM node 11378891569 (highway=bus_stop), exact name match, quality named_feature_point, 1 accepted of 1 returned, first taken; retrieved 2026-09-19; a point of an OSM feature, not a surveyed flood polygon",neighbourhood,named_feature_point,7.2 mm is the IMD figure reported by the newspaper. Early morning event.
